7038553544,918.0192580223083,61336870.506731436
7036393408,907.4890315532684,62029562.12886831
7032978968,888.0456445217133,63356914.24318935
7038498512,910.3123295307159,61855679.93463066
7034218272,889.036057472229,63297484.62171663
7036063440,881.3246078491211,63868076.55056007
7038169456,884.3698906898499,63667201.06682871
7034951568,901.8304040431976,62405982.6456064
7038869624,908.2350833415985,62000420.40307394
7036738344,898.3310577869415,62664989.99898911
7036543513.6,898.6993364810944,62637576.13220871
