4389039120,442.8650939464569,79284444.49551749
4389746960,440.7808744907379,79672185.68767083
4389646064,425.05137515068054,82618644.62748998
4389353384,442.4144105911255,79370893.51380269
4388455296,442.3359160423279,79368735.60283196
4390284680,417.67372131347656,84090225.57021174
4387823128,421.68659138679504,83243303.77344605
4387939720,438.12093234062195,80122895.6865005
4390791248,418.6082606315613,83912175.86342974
4390572880,442.80717253685,79322525.05931793
4389365248.0,433.23443484306335,81052933.83874293
