5187716336,556.0729477405548,74633608.51598796
5189296944,556.3034625053406,74625412.8367958
5188130544,570.2860679626465,72779341.25285095
5185117272,527.7813816070557,78594925.13679354
5188273488,558.3445909023285,74337942.16027553
5188827184,569.1378874778748,72935958.72865471
5185606088,559.3179938793182,74170416.75392804
5189674360,562.0950026512146,73861882.21595335
5188822048,565.9570605754852,73345805.31920667
5187519736,558.7372949123383,74274902.11569118
5187898400.0,558.4033690214158,74324743.55004881
