6889084384,1292.7534642219543,42632007.25992225
6993373200,1236.5110547542572,45245843.44384923
7036979856,1112.5617578029633,50600192.26183945
6934743800,1280.157707452774,43336809.267343044
7041048824,1094.2541437149048,51476515.684710726
6926847136,1235.6575763225555,44846386.36936949
7033498304,1075.3733706474304,52324139.65962702
7035934216,1103.0022616386414,51031149.87668135
7017074816,1246.477957725525,45036174.27012801
7034613488,1096.7394948005676,51312921.774767905
6994319802.4,1177.3488789081573,47525894.33906014
