4390061160,398.81737327575684,88061583.15404283
4392785288,411.8535125255585,85327139.95444962
4390251848,389.07516956329346,90270512.05406329
4389442872,409.5536730289459,85741003.65477164
4389496272,402.57827043533325,87227684.04272513
4387968296,420.7507302761078,83431219.10914804
4390124144,408.41275691986084,85993869.08693324
4388813424,412.4301059246063,85130806.13571484
4390604552,403.6525466442108,87017502.32474041
4389222648,411.32167625427246,85368175.83689225
4389877050.4,406.8445814847946,86320472.24282016
