7036281376,792.0408868789673,71069880.28081658
7036969936,815.3315382003784,69046463.73947155
7036803696,792.7663197517395,71010117.56608051
7033579640,807.3226733207703,69697828.36464821
7037911696,795.4555015563965,70781198.26669925
7037739480,791.6377217769623,71120809.79873092
7036882776,789.1553223133087,71335845.57597378
7037660680,819.0248203277588,68741854.99954599
7037779232,796.9451816082001,70647561.65836222
7041425432,810.5104117393494,69501147.22784773
7037303394.4,801.0190377473831,70283507.01067208
