5188298872,857.2355403900146,48418887.249023676
5186586856,804.7523536682129,51559581.85007907
5187682896,821.5365836620331,50516877.75485971
5188789640,826.4909582138062,50224768.59240078
5188702528,830.7130265235901,49968664.1459224
5187266304,853.6964752674103,48609935.30399807
5187848344,796.267885684967,52121638.33067109
5187751560,812.7416749000549,51064211.128466636
5190036600,860.0833745002747,48274730.13778938
5188059104,802.057534456253,51747500.70783581
5188102270.4,826.5575407266617,50214069.944496974
